,reported_on,sighted_on,description,duration,municipality,state,country,latitude,longitude,shape,url,caption,object
82413,2017-02-28 18:26:00,2017-02-27 20:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:25:00.000000000, New Milford,, United States, 41.60789, -73.40046, Oval,,,
82414,2017-02-28 18:42:00,2013-07-16 00:00:00,Viewing Distance Unknown,0 days 00:03:00.000000000, Lisieux,, France, 49.14592, 0.22785, Square,,,
82415,2017-02-28 19:16:00,2015-11-07 00:00:00,Viewing Distance 101-500 Feet,0 days 00:00:20.000000000, Arcadia,, United States, 34.14416, -118.03389, Sphere,,,
82416,2017-02-28 19:20:00,2017-02-24 21:24:00,Viewing Distance Over One Mile,0 days 00:05:00.000000000, San Diego,, United States, 32.80483, -117.07856, N,,,
82417,2017-02-28 20:23:00,2016-08-11 01:03:00,Viewing Distance 101-500 Feet,0 days 00:00:45.000000000, Pembroke,, US,,, Sphere,,,
82418,2017-02-28 21:04:00,2011-06-01 02:00:00,Viewing Distance N/A,0 days 00:30:00.000000000, Pembroke,, US,,, N,,,
82419,2017-02-28 21:15:00,2017-02-28 19:20:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:10:00.000000000, Austin,, United States, 30.24291, -97.75370, Sphere,,,
82420,2017-02-28 21:17:00,2005-03-31 18:30:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 00:00:06.000000000, Cocoa,, United States, 28.43206, -80.78437, Sphere,,,
82421,2017-02-28 22:00:00,2017-01-24 07:47:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:15:00.000000000, Happy Valley,, United States, 45.44679, -122.53037, Sphere,,,
82422,2017-02-28 22:47:00,2017-02-28 19:10:00,"Viewing Distance Over 1 Mile, Unknown",0 days 01:00:00.000000000, Medford,, United States, 42.37206, -122.89187, Boomerang,,,
82423,2017-02-28 23:02:00,2017-02-27 19:18:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:05:00.000000000, Boise,, United States, 43.62120, -116.20676, Circle,,,
82424,2017-02-28 23:28:00,2017-02-25 19:15:00,Viewing Distance Over One Mile,0 days 01:00:00.000000000, New Caney,, United States, 30.15502, -95.21552, Circle,,,
82425,2017-02-28 23:29:00,2017-02-28 23:15:00,Viewing Distance Unknown,0 days 02:05:08.000000000, Lancaster,, United States, 39.71599, -82.59713, Saturn-like,,,
82426,2017-03-01 00:11:00,2016-02-21 20:30:00,Viewing Distance 101-500 Feet,0 days 00:05:00.000000000, Clermont,, United States, 28.38588, -81.67799, Circle,,,
82427,2017-03-01 00:53:00,2017-02-25 21:00:00,Viewing Distance 21-100 Feet,0 days 00:05:00.000000000, North Las Vegas,, United States, 36.20266, -115.11499, Sphere,,,
82428,2017-03-01 03:44:00,2017-02-28 20:01:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:20.000000000, Milwaukie,, United States, 45.41785, -122.62976, Oval,,,
82430,2017-03-01 06:42:00,2017-02-27 07:00:00,Viewing Distance Over One Mile,, Hobart,, Australia, -42.88214, 147.32719,,,,
82431,2017-03-01 07:55:00,2017-02-07 18:23:00,Viewing Distance Over One Mile,0 days 00:00:00.000000000, Conroe,, United States, 30.33692, -95.47508, Oval,,,
82432,2017-03-01 16:17:00,2017-02-25 00:00:00,Viewing Distance 101-500 Feet,0 days 00:05:00.000000000, Phoenix,, United States, 33.39057, -112.13692, Disc,,,
82433,2017-03-01 16:24:00,2017-02-26 16:05:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:08.000000000, Knoxville,, United States, 35.91455, -84.10354, Disc,,,
82434,2017-03-01 18:52:00,1982-06-10 00:00:00,Viewing Distance 20 Feet or Less,0 days 00:05:00.000000000, Las Vegas,, United States, 36.17648, -115.13687, Other,,,
82435,2017-03-01 19:01:00,2017-03-01 00:00:00,Viewing Distance 101-500 Feet,0 days 00:03:00.000000000, West Mifflin,, United States, 40.38924, -79.87413, Triangle,,,
82436,2017-03-01 20:18:00,2016-03-02 21:00:00,Viewing Distance 20 Feet or Less,0 days 01:00:00.000000000, Las Cruces,, United States, 32.27383, -106.83055, Cylinder,,,
82437,2017-03-01 20:45:00,1974-04-30 00:00:00,"Viewing Distance Unknown, N/A",0 days 12:00:00.000000000, Houston,, United States, 29.71000, -95.40096, N,,,
82438,2017-03-01 23:16:00,2017-03-01 19:46:00,"Viewing Distance Over 1 Mile, Unknown",0 days 00:30:00.000000000, Mesa,, United States, 33.41771, -111.82320, Triangle,,,
82439,2017-03-01 23:57:00,2017-02-26 21:04:00,Viewing Distance Over One Mile,0 days 12:00:00.000000000, Oklahoma,, 35.00988, -97.08864,, Egg,,,
82440,2017-03-02 00:44:00,2014-09-08 17:00:00,Viewing Distance Unknown,0 days 00:00:01.000000000, La Cumbre,, Colombia, 3.66178, -76.56399, Disc,,,
82441,2017-03-02 01:06:00,2016-10-16 01:00:00,Viewing Distance Unknown,0 days 00:05:00.000000000, South Yarra,, Australia, -37.83567, 144.99198, Other,,,
82442,2017-03-02 01:43:00,2017-03-01 20:44:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",0 days 00:10:00.000000000, Fairbanks,, United States, 64.84352, -147.74905, Triangle,,,
82443,2017-03-02 01:54:00,2017-02-25 21:00:00,Viewing Distance Unknown,0 days 00:15:00.000000000, Glendive,, United States, 47.12510, -104.68788, Sphere,,,
82444,2017-03-02 01:58:00,2017-02-24 11:24:00,Viewing Distance 21-100 Feet,, Takayama,,,,,,,,
82445,2017-03-02 02:45:00,2017-03-01 17:08:00,Viewing Distance 21-100 Feet,0 days 00:00:53.000000000, Dubai,, United Arab Emirates, 25.20586, 55.28060, Boomerang,,,
82446,2017-03-02 04:13:00,2017-02-21 19:29:00,Viewing Distance Unknown,0 days 00:37:00.000000000, Newnan,, United States, 33.40015, -84.75455, Other,,,
82447,2017-03-02 05:44:00,2017-03-02 05:19:00,"Viewing Distance Over 1 Mile, Unknown",0 days 00:02:30.000000000, Charlottesville,, United States, 38.08171, -78.37483, Star-like,,,
82448,2017-03-02 06:21:00,2017-03-01 22:56:00,Viewing Distance Over One Mile,0 days 00:00:15.000000000, Ostend,, Belgium, 51.21543, 2.92866, Triangle,,,
82449,2017-03-02 07:49:00,2012-08-05 00:00:00,Viewing Distance Unknown,0 days 04:00:00.000000000, Malaga,, Spain, 36.68361, -4.51785, Other,,,
82450,2017-03-02 10:56:00,2017-03-02 05:40:00,Viewing Distance Unknown,0 days 00:00:40.000000000, Maumelle,, United States, 34.84335, -92.39029, Unknown,,,
82451,2017-03-02 12:03:00,2017-02-26 00:00:00,Viewing Distance N/A,0 days 05:00:00.000000000, Arizona,, 34.05693, -111.08663,, Star-like,,,
82452,2017-03-02 13:50:00,2008-07-31 00:00:00,Viewing Distance 21-100 Feet,0 days 00:35:00.000000000, Pitman,, United States, 39.73929, -75.12736, Square,,,
82453,2017-03-02 17:10:00,2017-02-14 07:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:02:00.000000000, Asheville,, United States, 35.56183, -82.49274, Sphere,,,
82454,2017-03-02 17:30:00,2017-03-02 16:45:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:03:00.000000000, Rockville,, United States, 39.10392, -77.13082, Oval,,,
82455,2017-03-02 19:19:00,1993-10-31 00:00:00,Viewing Distance Over One Mile,0 days 00:04:00.000000000, GU,,,,, Sphere,,,
82456,2017-03-02 22:35:00,2017-03-02 12:30:00,Viewing Distance 101-500 Feet,0 days 00:00:25.000000000, Albuquerque,, United States, 35.15169, -106.58036, Boomerang,,,
82457,2017-03-03 00:15:00,2017-03-02 18:00:00,Viewing Distance Unknown,, Texas,, 31.97827, -99.89463,,,,,
82458,2017-03-03 00:16:00,2017-03-02 23:00:00,"Viewing Distance 101-500 Feet, 501 Feet - 1 Mile, Unknown",0 days 00:00:30.000000000, Newark,, United States, 40.74275, -74.16675, Triangle,,,
82459,2017-03-03 00:19:00,2010-06-13 00:00:00,Viewing Distance Over One Mile,0 days 00:06:00.000000000, Sells,, US,,, Star-like,,,
82460,2017-03-03 01:27:00,2017-02-21 19:33:00,Viewing Distance Over One Mile,0 days 00:00:22.000000000, Coachella,, United States, 33.67104, -116.17513, Star-like,,,
82461,2017-03-03 01:45:00,2006-04-08 18:30:00,"Viewing Distance 20 Feet or Less, Over 1 Mile",0 days 00:07:00.000000000, Marion,, United States, 42.01538, -91.59744, Triangle,,,
82462,2017-03-03 02:34:00,1993-06-15 00:00:00,Viewing Distance 21-100 Feet,0 days 00:00:20.000000000, London,, Canada, 42.97300, -81.22089, Disc,,,
82463,2017-03-03 02:42:00,2017-03-03 02:10:00,Viewing Distance Unknown,0 days 00:10:00.000000000, Pennsylvania,, 41.21076, -77.18532,, N,,,
82464,2017-03-03 08:31:00,1990-09-15 22:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:02:00.000000000, Duluth,, United States, 46.79460, -92.09280, Triangle,,,
82465,2017-03-03 08:40:00,2006-04-08 18:30:00,"Viewing Distance 20 Feet or Less, Over 1 Mile",0 days 00:07:00.000000000, Marion,, United States, 42.01838, -91.58830, Triangle,,,
82466,2017-03-03 10:47:00,2017-03-02 21:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:14.000000000, Columbia,, United States, 40.04051, -76.50244, Sphere,,,
82467,2017-03-03 10:58:00,2010-02-07 00:00:00,Viewing Distance 21-100 Feet,0 days 00:04:00.000000000, Florida,, 27.66958, -81.51191,, Triangle,,,
82468,2017-03-03 12:32:00,2017-03-03 17:15:00,Viewing Distance Unknown,0 days 00:01:00.000000000, Sint-Niklaas,, Belgium, 51.15044, 4.09062, Circle,,,
82469,2017-03-03 12:48:00,2017-02-20 15:15:00,Viewing Distance Unknown,0 days 00:10:00.000000000, Mar del Plata,, Argentina, -37.99865, -57.54149, N,,,
82470,2017-03-03 13:08:00,1996-02-29 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:04:00.000000000, Woodville,, United States, 34.62920, -86.27292, Other,,,
82471,2017-03-03 15:08:00,2016-02-25 06:00:00,"Viewing Distance Unknown, N/A",0 days 00:05:00.000000000, Florida,, 27.66787, -81.51365,, Sphere,,,
82472,2017-03-03 15:43:00,2017-03-02 00:00:00,Viewing Distance Over One Mile,, Detroit,, United States, 42.32503, -83.07455,,,,
82473,2017-03-03 17:01:00,2015-10-31 00:00:00,Viewing Distance 20 Feet or Less,, Rougemont,, Canada, 45.43700, -73.05164,,,,
82474,2017-03-03 17:17:00,2016-05-15 00:00:00,Viewing Distance Over One Mile,0 days 00:03:00.000000000, Pierrelatte,, France, 44.37786, 4.69116, Cylinder,,,
82475,2017-03-03 17:17:00,2008-07-31 00:00:00,Viewing Distance 21-100 Feet,0 days 00:35:00.000000000, Pitman,, United States, 39.74576, -75.12093, Square,,,
82476,2017-03-03 17:32:00,2017-02-02 21:43:00,Viewing Distance 101-500 Feet,0 days 00:00:12.000000000, Fort Lauderdale,, United States, 26.10184, -80.21576, Disc,,,
82477,2017-03-03 18:01:00,2017-03-02 17:45:00,Viewing Distance Unknown,0 days 00:01:00.000000000, Conway,, United States, 35.09724, -92.43451, Fireball,,,
82478,2017-03-03 18:02:00,1978-09-18 00:00:00,Viewing Distance 101-500 Feet,0 days 00:25:00.000000000, Silver City,, US,,, Other,,,
82479,2017-03-03 18:18:00,2016-02-25 06:00:00,"Viewing Distance Unknown, N/A",0 days 00:05:00.000000000, Florida,, 27.67120, -81.50889,, Sphere,,,
82480,2017-03-03 19:12:00,2017-03-02 21:45:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:15:00.000000000, Wrightsville,, United States, 40.02675, -76.52369, Triangle,,,
82481,2017-03-03 19:32:00,2017-02-22 18:30:00,"Viewing Distance Over 1 Mile, Unknown",0 days 00:28:00.000000000, Goiânia -Go,, Brazil, -16.69455, -49.25744, Circle,,,
82483,2017-03-03 20:16:00,2016-09-19 20:45:00,"Viewing Distance Over 1 Mile, Unknown",0 days 00:45:00.000000000, Conway,, United States, 48.34038, -122.34293, Unknown,,,
82484,2017-03-03 21:05:00,2013-06-15 20:30:00,Viewing Distance 20 Feet or Less,0 days 00:00:16.000000000, Chicago,, United States, 41.98401, -87.65454, Other,,,
82485,2017-03-03 21:29:00,2017-03-03 21:00:00,Viewing Distance Over One Mile,, Jamaica,, United States, 40.67690, -73.79097,,,,
82486,2017-03-03 22:51:00,2016-11-03 19:50:00,Viewing Distance 21-100 Feet,0 days 00:04:00.000000000, Hampstead,, United States, 34.34148, -77.70465, Disc,,,
82487,2017-03-03 23:44:00,2017-03-03 00:00:00,Viewing Distance 101-500 Feet,0 days 00:05:00.000000000, Nashua,, United States, 42.78002, -71.44195, Unknown,,,
82488,2017-03-04 00:17:00,2017-03-03 17:30:00,Viewing Distance N/A,0 days 00:15:00.000000000, Anaheim,, United States, 33.81775, -117.96201, Sphere,,,
82489,2017-03-04 00:34:00,2017-03-03 20:40:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:01:27.000000000, Yuba City,, United States, 39.13692, -121.59756, Oval,,,
82490,2017-03-04 01:15:00,2017-03-04 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:01:00.000000000, Fishkill,, United States, 41.55400, -73.87143, Unknown,,,
82491,2017-03-04 03:00:00,2017-03-04 00:00:00,Viewing Distance Over One Mile,0 days 01:43:00.000000000, Lynn,, United States, 42.48818, -70.92840, Square,,,
82492,2017-03-04 03:18:00,2017-03-03 23:16:00,Viewing Distance Over One Mile,0 days 00:00:10.000000000, Yorba Linda,, United States, 33.89559, -117.81035, Circle,,,
82493,2017-03-04 03:33:00,2015-02-10 22:01:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:07.000000000, Islamorada,, United States, 24.92429, -80.62784, Diamond,,,
82494,2017-03-04 05:30:00,2017-02-02 19:11:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile",, Troy,, United States, 42.57079, -83.11942,,,,
82495,2017-03-04 10:03:00,2016-11-12 21:02:00,Viewing Distance 101-500 Feet,0 days 00:00:45.000000000, Bagé,, Brazil, -31.33017, -54.10047, Star-like,,,
82496,2017-03-04 10:23:00,2017-02-21 00:00:00,Viewing Distance 101-500 Feet,0 days 00:05:00.000000000, Ty Ty,, United States, 31.48049, -83.66495, Sphere,,,
82497,2017-03-04 10:58:00,2017-02-16 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:05:00.000000000, Fort Wright,, United States, 39.04591, -84.54258, Boomerang,,,
82498,2017-03-04 13:18:00,1974-06-30 00:00:00,Viewing Distance 101-500 Feet,0 days 00:00:05.000000000, Ty Ty,, United States, 31.47951, -83.67401, Sphere,,,
82499,2017-03-04 16:25:00,1998-08-18 22:19:00,Viewing Distance Over One Mile,0 days 07:27:05.000000000, Cary,, United States, 35.78539, -78.76372, N,,,
82500,2017-03-04 16:31:00,2016-12-13 17:14:00,"Viewing Distance 501 Feet - 1 Mile, Unknown",0 days 00:01:05.000000000, Glogovac,, AL, 42.62106, 20.89050, Disc,,,
82501,2017-03-04 16:36:00,2016-12-13 17:14:00,"Viewing Distance 501 Feet - 1 Mile, Unknown",0 days 00:01:05.000000000, Glogovac,, AL, 42.62267, 20.89760, Disc,,,
82502,2017-03-04 18:03:00,2017-01-13 23:19:00,"Viewing Distance 501 Feet - 1 Mile, Over 1 Mile, Unknown",0 days 00:05:30.000000000, Orrington,, United States, 44.73298, -68.76184, Triangle,,,
82503,2017-03-04 19:09:00,2017-03-03 08:30:00,Viewing Distance Unknown,0 days 00:15:00.000000000, Bastian,, United States, 37.14728, -81.15559, Unknown,,,
82504,2017-03-04 20:04:00,2017-03-04 18:19:00,Viewing Distance Unknown,0 days 00:00:01.000000000, Yeovil,, United Kingdom, 50.94036, -2.63133, Other,,,
82505,2017-03-04 20:18:00,2017-03-04 20:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:04:12.000000000, Nimitz,, US,,, Triangle,,,
82506,2017-03-04 17:12:00,2017-02-27 00:00:00,Viewing Distance Unknown,0 days 01:30:00.000000000, Chiclayo,, Peru, -6.77660, -79.84430, Diamond,,,
82507,2017-03-04 22:17:00,2014-08-01 00:00:00,Viewing Distance 20 Feet or Less,0 days 00:00:30.000000000, Painesville,, United States, 41.71436, -81.22156, Sphere,,,
82508,2017-03-05 02:59:00,2017-03-04 18:00:00,Viewing Distance Unknown,0 days 00:04:00.000000000, Loxley,, United States, 30.61837, -87.75417, Circle,,,
82509,2017-03-05 03:33:00,2017-03-03 01:15:00,Viewing Distance Over One Mile,0 days 00:20:00.000000000, Billerica,, United States, 42.55842, -71.26895, Sphere,,,
82510,2017-03-05 03:38:00,2017-03-03 22:14:00,Viewing Distance 101-500 Feet,0 days 00:00:05.000000000, Waxahachie,, United States, 32.42151, -96.84889, Fireball,,,
82511,2017-03-05 07:49:00,2017-03-04 20:00:00,Viewing Distance Unknown,0 days 01:00:00.000000000, Lynchburg,, United States, 37.40517, -79.21576, Diamond,,,
82512,2017-03-05 13:40:00,2017-03-05 11:00:00,Viewing Distance Over One Mile,0 days 02:00:00.000000000, Hampton,, United States, 42.95791, -70.85747, Teardrop,,,
82513,2017-03-05 15:35:00,2017-03-01 00:00:00,Viewing Distance 101-500 Feet,0 days 03:00:00.000000000, Grants Pass,, United States, 42.42172, -123.31692, Diamond,,,
82514,2017-03-05 19:17:00,2017-02-17 00:00:00,Viewing Distance N/A,, Florida,, 27.67400, -81.51269,,,,,
82515,2017-03-05 20:02:00,2013-05-31 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:20.000000000, Waterloo,, Canada, 43.46426, -80.52041, Sphere,,,
82517,2017-03-06 01:58:00,2016-09-01 00:00:00,Viewing Distance 101-500 Feet,0 days 00:05:00.000000000, Florida,, 27.67120, -81.51296,, Teardrop,,,
82518,2017-03-06 06:27:00,2017-02-02 14:10:00,Viewing Distance Over One Mile,0 days 00:13:00.000000000, Helensburgh,, 56.00103, -4.70994,, Disc,,,
82519,2017-03-06 10:33:00,2017-03-04 22:10:00,Viewing Distance Over One Mile,0 days 00:15:00.000000000, Lawrenceville,, United States, 33.95632, -84.07783, Star-like,,,
82520,2017-03-06 11:19:00,2017-03-04 22:18:00,Viewing Distance Unknown,0 days 00:05:00.000000000, Lawrenceville,, United States, 33.96109, -84.08921, Circle,,,
82521,2017-03-06 11:38:00,2017-03-03 14:57:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:01.000000000, REGO PARK,, United States, 40.72985, -73.86160, Oval,,,
82522,2017-03-06 12:59:00,2017-01-27 16:46:00,Viewing Distance 101-500 Feet,0 days 00:03:00.000000000, Orlando,, US,,, Star-like,,,
82523,2017-03-06 13:28:00,2004-04-30 00:00:00,"Viewing Distance 21-100 Feet, 101-500 Feet",0 days 00:05:00.000000000, Elk,, US,,, Chevron,,,
82524,2017-03-06 13:35:00,1991-07-15 11:30:00,Viewing Distance 21-100 Feet,0 days 00:02:00.000000000, Campbellton,, Canada, 47.95158, -66.72068, Sphere,,,
82525,2017-03-06 14:34:00,2017-03-04 22:12:00,Viewing Distance Unknown,0 days 00:15:00.000000000, Lawrenceville,, United States, 33.94274, -84.09597, Star-like,,,
82526,2017-03-06 15:07:00,2015-06-10 00:00:00,Viewing Distance 21-100 Feet,0 days 08:00:00.000000000, British Columbia,, 53.73391, -127.64004,, Sphere,,,
82527,2017-03-06 15:13:00,2017-03-04 22:13:00,"Viewing Distance 501 Feet - 1 Mile, Unknown",0 days 00:15:00.000000000, Lawrenceville,, United States, 33.91256, -84.08733, Star-like,,,
82528,2017-03-06 15:42:00,2016-09-18 20:15:00,Viewing Distance 20 Feet or Less,0 days 00:12:00.000000000, Flint,, United States, 32.20404, -95.34856, Unknown,,,
82529,2017-03-06 17:52:00,2017-03-04 22:15:00,Viewing Distance Unknown,0 days 00:07:22.000000000, Lawrenceville,, United States, 33.93709, -84.06567, Unknown,,,
82530,2017-03-06 17:55:00,2017-03-04 22:14:00,Viewing Distance Over One Mile,0 days 00:11:00.000000000, Lawrenceville,, United States, 33.93058, -84.08153, Star-like,,,
82531,2017-03-06 20:11:00,2006-10-16 20:15:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:03.000000000, Ontario,, 51.26088, -85.32170,, Disc,,,
82532,2017-03-06 20:19:00,2017-03-04 22:25:00,Viewing Distance Unknown,0 days 00:20:00.000000000, Lawrenceville,, United States, 33.95781, -84.11114, Circle,,,
82533,2017-03-06 21:34:00,2017-03-04 22:15:00,Viewing Distance N/A,0 days 00:10:00.000000000, Lawrenceville,, United States, 33.91609, -84.07617, Circle,,,
82534,2017-03-06 22:52:00,2017-03-06 14:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:05.000000000, Hawthorne,, United States, 29.68130, -81.95955, Triangle,,,
82535,2017-03-06 23:25:00,2017-03-04 22:13:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:15:00.000000000, Lawrenceville,, United States, 33.92643, -84.11171, Star-like,,,
82536,2017-03-07 03:57:00,2017-03-06 19:50:00,Viewing Distance Unknown,0 days 00:00:30.000000000, Coalville,, United Kingdom, 52.73326, -1.36800, Star-like,,,
82537,2017-03-07 04:05:00,2017-03-02 02:30:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:30.000000000, Dhaka,, Bangladesh, 23.75611, 90.38720, Sphere,,,
82538,2017-03-07 09:23:00,2017-03-04 19:30:00,Viewing Distance Unknown,0 days 00:15:00.000000000, Newbury,,,,, Circle,,,
82539,2017-03-07 10:47:00,2010-09-10 22:00:00,"Viewing Distance 21-100 Feet, 101-500 Feet",, Sydney,, Australia, -33.86882, 151.20930,,,,
82540,2017-03-07 12:37:00,2017-03-03 20:00:00,Viewing Distance 20 Feet or Less,, California,, 36.77947, -119.41547,,,,,
82541,2017-03-07 12:46:00,2017-03-03 20:00:00,Viewing Distance 20 Feet or Less,, California,, 36.77994, -119.41678,,,,,
82542,2017-03-07 14:02:00,2004-04-15 00:00:00,Viewing Distance 101-500 Feet,0 days 00:01:00.000000000, Longueuil,, Canada, 45.54106, -73.47988, Sphere,,,
82543,2017-03-07 14:56:00,2017-02-14 20:22:00,Viewing Distance 20 Feet or Less,0 days 00:01:40.000000000, Bellingham,, United States, 48.75764, -122.63321, Other,,,
82544,2017-03-07 15:10:00,2017-03-07 07:23:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:01:00.000000000, Warwick,,,,, Blimp,,,
82545,2017-03-07 16:42:00,2017-03-07 11:10:00,Viewing Distance Unknown,0 days 00:00:30.000000000, Green Valley,, United States, 31.86338, -110.98706, Square,,,
82546,2017-03-07 16:51:00,2017-03-07 06:05:00,Viewing Distance Over One Mile,0 days 00:03:00.000000000, Ashton under lyne,, United Kingdom, 53.48837, -2.10344, Star-like,,,
82547,2017-03-07 16:56:00,2016-11-08 03:03:00,Viewing Distance N/A,, Alaska,, 64.20634, -149.48851,,,,,
82548,2017-03-07 18:23:00,2002-01-31 08:00:00,Viewing Distance Unknown,0 days 12:00:00.000000000, El Dorado,, United States, 33.22072, -92.62008, Flash,,,
82549,2017-03-07 19:10:00,2014-08-10 03:00:00,Viewing Distance Unknown,0 days 01:00:00.000000000, Ariquemes,, Brazil, -9.90611, -63.03303, Unknown,,,
82550,2017-03-07 20:50:00,2017-03-07 19:10:00,Viewing Distance Over One Mile,0 days 00:00:04.000000000, Santa Rosa Beach,, United States, 30.34103, -86.24700, Chevron,,,
82551,2017-03-07 21:45:00,2017-03-07 20:45:00,Viewing Distance Over One Mile,0 days 00:10:00.000000000, Over LAKE HURON,, CA,,, Sphere,,,
82552,2017-03-07 23:19:00,2017-02-17 17:45:00,Viewing Distance 101-500 Feet,0 days 00:05:00.000000000, Saddlebrooke,, United States, 32.53551, -110.88354, Sphere,,,
82553,2017-03-08 02:41:00,2015-10-24 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:02:06.000000000, Fort McMurray,, Canada, 56.75894, -111.44126, Triangle,,,
82554,2017-03-08 02:47:00,2017-02-12 23:20:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:15:00.000000000, New Jersey,, 40.06555, -74.40371,, N,,,
82555,2017-03-08 05:26:00,2015-10-06 00:00:00,Viewing Distance 20 Feet or Less,0 days 00:11:00.000000000, Spokane,, United States, 47.69068, -117.37826, Other,,,
82556,2017-03-08 06:49:00,2016-05-05 20:45:00,Viewing Distance Unknown,0 days 00:03:00.000000000, Mettet,, Belgium, 50.35930, 4.62478, Circle,,,
82557,2017-03-08 07:04:00,1998-07-31 19:00:00,Viewing Distance 21-100 Feet,0 days 00:02:00.000000000, Oxford,, United Kingdom, 51.75492, -1.25250, Boomerang,,,
82558,2017-03-08 10:06:00,2014-11-03 00:00:00,Viewing Distance 101-500 Feet,0 days 00:00:15.000000000, Celle,, Germany, 52.62397, 10.08057, Circle,,,
82559,2017-03-08 10:59:00,2017-03-07 11:35:00,Viewing Distance Unknown,0 days 00:00:02.000000000, Snelling,, United States, 37.51931, -120.43779, Sphere,,,
82560,2017-03-08 11:22:00,2006-11-28 13:40:00,Viewing Distance 101-500 Feet,0 days 01:40:00.000000000, Aurangabad,, India, 20.02678, 75.17713, Saturn-like,,,
82561,2017-03-08 14:04:00,2016-10-26 19:25:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:10:00.000000000, Harker Heights,, United States, 31.08888, -97.69446, Circle,,,
82562,2017-03-08 14:49:00,2017-03-08 02:45:00,Viewing Distance Unknown,0 days 00:10:00.000000000, Dupont,, United States, 41.30136, -75.75738, Unknown,,,
82563,2017-03-08 15:53:00,1963-08-31 00:00:00,Viewing Distance Over One Mile,0 days 00:05:00.000000000, Heemstede,, Netherlands, 52.36119, 4.63295, Other,,,
82564,2017-03-08 16:02:00,2017-02-25 13:49:00,Viewing Distance Over One Mile,, Gnesta,, Sweden, 59.00640, 17.34535,,,,
82565,2017-03-08 16:07:00,2006-04-12 21:30:00,"Viewing Distance 20 Feet or Less, 21-100 Feet",0 days 00:10:00.000000000, Middle River,, United States, 39.33998, -76.46315, Disc,,,
82566,2017-03-08 18:35:00,1975-03-08 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:05:00.000000000, Chula Vista,, United States, 32.66530, -116.95909, Cylinder,,,
82567,2017-03-08 20:10:00,2017-03-08 16:41:00,Viewing Distance Over One Mile,0 days 00:04:00.000000000, Northvale,, United States, 41.00649, -73.94903, Star-like,,,
82568,2017-03-08 20:56:00,2017-02-14 19:22:00,Viewing Distance Unknown,0 days 00:20:00.000000000, New Holland or Williamspo,, US,,, Oval,,,
82569,2017-03-08 21:08:00,2009-04-21 00:00:00,"Viewing Distance 21-100 Feet, 101-500 Feet",0 days 00:05:00.000000000, Terre Haute,, United States, 39.42598, -87.40573, Triangle,,,
82570,2017-03-08 21:16:00,2017-03-08 19:45:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:07:30.000000000, Springfield,, United States, 37.23342, -93.18796, Oval,,,
82571,2017-03-08 21:29:00,2017-03-07 18:00:00,Viewing Distance Over One Mile,0 days 00:05:00.000000000, Kincaid,, United States, 39.61157, -89.40797, Triangle,,,
82572,2017-03-08 22:52:00,2017-03-07 07:00:00,Viewing Distance Over One Mile,0 days 00:05:00.000000000, Irvine,, United States, 33.69434, -117.80960, Oval,,,
82573,2017-03-09 00:20:00,2017-03-08 00:00:00,Viewing Distance Over One Mile,0 days 00:03:00.000000000, Dover,, United States, 39.16795, -75.52288, Oval,,,
82574,2017-03-09 03:08:00,2016-11-04 19:05:00,Viewing Distance N/A,0 days 00:07:00.000000000, Florida,, 27.67070, -81.50688,, N,,,
82575,2017-03-09 03:17:00,2017-03-05 03:00:00,Viewing Distance 101-500 Feet,0 days 00:00:05.000000000, Crab Orchard,, US,,, Sphere,,,
